Document,Date,Author,Unique Agent Target,Back-likelihood-binarized-by-rule,Back-likelihood,Back-strength,Build-likelihood-binarized-by-rule,Build-likelihood,Build-strength,Bridge-likelihood-binarized-by-rule,Bridge-likelihood,Bridge-strength,Boost-likelihood-binarized-by-rule,Boost-likelihood,Boost-strength,Excite-likelihood-binarized-by-rule,Excite-likelihood,Excite-strength,Engage-likelihood-binarized-by-rule,Engage-likelihood,Engage-strength,Explain-likelihood-binarized-by-rule,Explain-likelihood,Explain-strength,Enhance-likelihood-binarized-by-rule,Enhance-likelihood,Enhance-strength,Neutralize-likelihood-binarized-by-rule,Neutralize-likelihood,Neutralize-strength,Negate-likelihood-binarized-by-rule,Negate-likelihood,Negate-strength,Narrow-likelihood-binarized-by-rule,Narrow-likelihood,Narrow-strength,Neglect-likelihood-binarized-by-rule,Neglect-likelihood,Neglect-strength,Dismay-likelihood-binarized-by-rule,Dismay-likelihood,Dismay-strength,Dismiss-likelihood-binarized-by-rule,Dismiss-likelihood,Dismiss-strength,Distort-likelihood-binarized-by-rule,Distort-likelihood,Distort-strength,Distract-likelihood-binarized-by-rule,Distract-likelihood,Distract-strength,
"RT @INDOPACOM: A V-22 Osprey assigned to the 21st Special Operations Squadron and @PACAF C-12 Huron assigned to the 459th Airlift Squadron fly over @374AirliftWing, , during a training mission. #FreeAndOpenIndoPacific #Readiness #Lethality  : Yasuo Osakabe https://t.co/dJppDXXTuX",2022-04-08 01:33:00-04,ExecutiveOtaku,INDOPACOM,1,1,0.700,1,0.500,0.250,0,0,0,0,0.222,0.139,0,0.235,0.176,1,1,0.681,1,0.485,0.417,1,1,0.717,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.105,0.092,1,0.125,0.062,0,0,0,0,0.167,0.083,
"RT @INDOPACOM: A V-22 Osprey assigned to the 21st Special Operations Squadron and @PACAF C-12 Huron assigned to the 459th Airlift Squadron fly over @374AirliftWing, , during a training mission. #FreeAndOpenIndoPacific #Readiness #Lethality  : Yasuo Osakabe https://t.co/dJppDXXTuX",2022-04-08 01:31:52-04,defense_sloot,INDOPACOM,1,1,0.700,1,0.500,0.250,0,0,0,0,0.222,0.139,0,0.235,0.176,1,1,0.681,1,0.485,0.417,1,1,0.717,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.105,0.092,1,0.125,0.062,0,0,0,0,0.167,0.083,
"RT @INDOPACOM: A V-22 Osprey assigned to the 21st Special Operations Squadron and @PACAF C-12 Huron assigned to the 459th Airlift Squadron fly over @374AirliftWing, , during a training mission. #FreeAndOpenIndoPacific #Readiness #Lethality  : Yasuo Osakabe https://t.co/dJppDXXTuX",2022-04-08 01:31:36-04,wadakashiho,INDOPACOM,1,1,0.700,1,0.500,0.250,0,0,0,0,0.222,0.139,0,0.235,0.176,1,1,0.681,1,0.485,0.417,1,1,0.717,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.105,0.092,1,0.125,0.062,0,0,0,0,0.167,0.083,
"RT @INDOPACOM: A V-22 Osprey assigned to the 21st Special Operations Squadron and @PACAF C-12 Huron assigned to the 459th Airlift Squadron fly over @374AirliftWing, , during a training mission. #FreeAndOpenIndoPacific #Readiness #Lethality  : Yasuo Osakabe https://t.co/dJppDXXTuX",2022-04-08 01:31:12-04,O_Z_S_K,INDOPACOM,1,1,0.700,1,0.500,0.250,0,0,0,0,0.222,0.139,0,0.235,0.176,1,1,0.681,1,0.485,0.417,1,1,0.717,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.105,0.092,1,0.125,0.062,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #USSTripoli steams through the #PacificOcean while conducting flight operations as part of @PacificMarines Lightning carrier concept demonstration. #FreeAndOpenIndoPacific #Readiness #Lethality   : MC3 Christopher Sypert https://t.co/adOGyd8wHc,2022-04-08 01:25:57-04,Samuel_XL5,INDOPACOM,1,1,0.700,1,0.500,0.250,0,0,0,0,0.222,0.139,0,0.235,0.147,1,1,0.681,0,0.455,0.364,1,1,0.700,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.105,0.066,0,0.062,0.016,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #USSTripoli steams through the #PacificOcean while conducting flight operations as part of @PacificMarines Lightning carrier concept demonstration. #FreeAndOpenIndoPacific #Readiness #Lethality   : MC3 Christopher Sypert https://t.co/adOGyd8wHc,2022-04-08 00:44:14-04,Ta5oEgrr1999,INDOPACOM,1,1,0.700,1,0.500,0.250,0,0,0,0,0.222,0.139,0,0.235,0.147,1,1,0.681,0,0.455,0.364,1,1,0.700,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.105,0.066,0,0.062,0.016,0,0,0,0,0.167,0.083,
RT @INDOPACOM: A @PACAF F-16 Fighting Falcon assigned to the 51st Fighter Wing approaches a KC-135 Stratotanker from the 909th Air Refueling Squadron for aerial refueling over the #PacificOcean. #FreeAndOpenIndoPacific #Readiness #Lethality  : Senior Airman Jessi Monte https://t.co/KNc0Gvu9G0,2022-04-08 00:25:59-04,olainpekun,INDOPACOM,1,1,0.700,1,0.500,0.250,0,0,0,1,0.296,0.194,0,0.235,0.176,1,1,0.681,0,0.455,0.386,1,1,0.683,0,0,0,0,0,0,1,0.200,0,0,0,0,1,0.158,0.118,1,0.125,0.062,0,0,0,0,0.167,0.083,
"RT @USARPAC: Successful proof of concept, the 1-1 ADA, @38thADA conducted a resupply of PAC-3 MSE canisters utilized in the MIM-104 Patriot surface-to-air missile system via CH-47 during exercise Balikatan at Fort Magsaysay, Philippines, April 3, 2022. @yourphilarmy @INDOPACOM @DeptofDefense https://t.co/PbNbdvpLAE",2022-04-08 23:51:23-04,tofogfan,USARPAC,1,1,0.717,1,0.500,0.500,1,0.400,0.250,0,0.222,0.278,0,0.255,0.211,1,1,0.681,1,0.545,0.409,1,1,0.667,0,0,0,0,0,0,1,0.200,0,0,0,0,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
"RT @USARPAC: Successful proof of concept, the 1-1 ADA, @38thADA conducted a resupply of PAC-3 MSE canisters utilized in the MIM-104 Patriot surface-to-air missile system via CH-47 during exercise Balikatan at Fort Magsaysay, Philippines, April 3, 2022. @yourphilarmy @INDOPACOM @DeptofDefense https://t.co/PbNbdvpLAE",2022-04-08 23:50:30-04,INDOPACOM,USARPAC,1,1,0.717,1,0.500,0.500,1,0.400,0.250,0,0.222,0.278,0,0.255,0.211,1,1,0.681,1,0.545,0.409,1,1,0.667,0,0,0,0,0,0,1,0.200,0,0,0,0,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
"RT @IPDefenseForum: Soldiers and sailors from the Philippines and U.S. conduct the first-ever amphibious insert of a Patriot missile system in the Philippines during Balikatan 22, at Aparri, Philippines, March 28, 2022.  #Balikatan #Philippines #PatriotMissileSystem https://t.co/VpqhwlAIIb",2022-04-08 23:34:54-04,thursdaynine,IPDefenseForum,1,1,0.717,0,0.167,0.167,0,0,0,0,0.111,0.167,0,0.235,0.147,1,1,0.681,0,0.455,0.386,1,1,0.700,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.105,0.066,0,0.062,0.016,0,0,0,0,0.167,0.083,
@themanilatimes Biggest Balikatan comes to a close https://t.co/OreTK5rlpP,2022-04-08 23:24:55-04,tmtcathyvalente,TheManilaTimes,0,0.033,0.017,1,0.500,0.167,1,0.400,0.100,1,0.444,0.139,0,0.118,0.073,0,0.222,0.097,0,0.455,0.250,1,1,0.696,1,0.081,0.020,1,0.231,0.058,1,0.400,0.100,1,0.333,0.333,1,0.211,0.079,1,0.125,0.031,0,0,0,1,0.333,0.104,
"RT @PhilstarNews: Good evening, fam!  Here are the top stories of the day (April 8, 2022)  ◾️ https://t.co/sST36BWoTP  ◾️ https://t.co/XbZuzotyJt  ◾️ https://t.co/WNgjxzZYDW  ◾️ https://t.co/5ySlAWVoKS  ◾️ https://t.co/K54hgG6YJj https://t.co/FXnNIO1kVq",2022-04-08 23:14:46-04,JohnDexterCruz5,PhilstarNews,1,1,0.703,0,0.333,0.125,0,0,0,0,0.111,0.056,1,0.333,0.152,1,1,0.694,0,0.455,0.455,1,1,0.724,0,0,0,1,0.077,0.019,1,0.200,0.173,1,0.667,0.667,0,0.105,0.066,0,0.062,0.016,1,0.167,0.042,1,0.250,0.134,
"Good evening, fam!  Here are the top stories of the day (April 8, 2022)  ◾️ https://t.co/sST36BWoTP  ◾️ https://t.co/XbZuzotyJt  ◾️ https://t.co/WNgjxzZYDW  ◾️ https://t.co/5ySlAWVoKS  ◾️ https://t.co/K54hgG6YJj https://t.co/FXnNIO1kVq",2022-04-08 14:00:30-04,PhilstarNews,,0,0,0,0,0.333,0.125,0,0,0,0,0.111,0.056,1,0.275,0.137,0,0.167,0.139,0,0.364,0.364,1,1,0.724,0,0,0,1,0.077,0.019,1,0.200,0.173,1,0.667,0.667,0,0.105,0.066,0,0.062,0.016,1,0.167,0.042,1,0.250,0.134,
"RT @IPDefenseForum: Soldiers and sailors from the Philippines and U.S. conduct the first-ever amphibious insert of a Patriot missile system in the Philippines during Balikatan 22, at Aparri, Philippines, March 28, 2022.  #Balikatan #Philippines #PatriotMissileSystem https://t.co/VpqhwlAIIb",2022-04-08 22:09:11-04,Cfgtocw,IPDefenseForum,1,1,0.717,0,0.167,0.167,0,0,0,0,0.111,0.167,0,0.235,0.147,1,1,0.681,0,0.455,0.386,1,1,0.700,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.105,0.066,0,0.062,0.016,0,0,0,0,0.167,0.083,
"RT @PacificMarines: The 3d Marine Littoral Regiment (MLR) Headquarters (HQ) conducted its inaugural deployment in the first island chain, working shoulder-to-shoulder with the Armed Forces of the Philippines (AFP) during exercise Balikatan 22, which is scheduled to run March 28 to April 8, 2022. https://t.co/BktcGT1NTh",2022-04-08 22:02:17-04,StriebRoman,PacificMarines,1,1,0.711,0,0.222,0.250,1,0.200,0.050,1,0.333,0.167,1,0.294,0.191,1,1,0.681,0,0.455,0.364,1,1,0.717,0,0,0,1,0.077,0.019,1,0.200,2.514e-06,1,0.333,0.333,1,0.158,0.105,1,0.188,0.078,0,0,0,1,0.250,0.104,
RT @IPDefenseForum: Record-size Balikatan exercise begins in the Philippines https://t.co/owEKDxuB1w #AFP #ExerciseBalikatan #IndoPacific https://t.co/gCoU80eFVj,2022-04-08 21:47:25-04,davidlitz,IPDefenseForum,1,1,0.675,0,0.167,0.042,0,0,0,0,0.111,0.028,0,0.235,0.103,1,1,0.653,1,0.545,0.477,1,1,0.667,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.066,0,0.062,0.016,0,0,0,0,0.167,0.021,
RT @IPDefenseForum: Latihan Balikatan yang memecahkan rekor jumlah peserta dimulai di Filipina https://t.co/6g1KK3j30j #IPDF #AFP #ExerciseBalikatan #IndoPacific https://t.co/f5IH1GwOpb,2022-04-08 21:43:59-04,ivasby,IPDefenseForum,1,1,0.667,0,0,0,0,0,0,0,0,0,0,0.176,0.103,1,1,0.639,1,0.545,0.477,1,1,0.667,0,0,0,0,0,0,1,0.200,7.445e-04,1,0.667,0.667,0,0.105,0.079,1,0.125,0.047,0,0,0,0,0.083,3.102e-04,
"RT @IPDefenseForum: Soldiers and sailors from the Philippines and U.S. conduct the first-ever amphibious insert of a Patriot missile system in the Philippines during Balikatan 22, at Aparri, Philippines, March 28, 2022.  #Balikatan #Philippines #PatriotMissileSystem https://t.co/VpqhwlAIIb",2022-04-08 21:32:25-04,Meowmiao14,IPDefenseForum,1,1,0.717,0,0.167,0.167,0,0,0,0,0.111,0.167,0,0.235,0.147,1,1,0.681,0,0.455,0.386,1,1,0.700,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.105,0.066,0,0.062,0.016,0,0,0,0,0.167,0.083,
"RT @PacificMarines: The 3d Marine Littoral Regiment (MLR) Headquarters (HQ) conducted its inaugural deployment in the first island chain, working shoulder-to-shoulder with the Armed Forces of the Philippines (AFP) during exercise Balikatan 22, which is scheduled to run March 28 to April 8, 2022. https://t.co/BktcGT1NTh",2022-04-08 21:28:36-04,williamwooten94,PacificMarines,1,1,0.711,0,0.222,0.250,1,0.200,0.050,1,0.333,0.167,1,0.294,0.191,1,1,0.681,0,0.455,0.364,1,1,0.717,0,0,0,1,0.077,0.019,1,0.200,2.514e-06,1,0.333,0.333,1,0.158,0.105,1,0.188,0.078,0,0,0,1,0.250,0.104,
RT @IPDefenseForum: Record-size Balikatan exercise begins in the Philippines https://t.co/owEKDxuB1w #AFP #ExerciseBalikatan #IndoPacific https://t.co/gCoU80eFVj,2022-04-08 21:15:55-04,Johnbee4u,IPDefenseForum,1,1,0.675,0,0.167,0.042,0,0,0,0,0.111,0.028,0,0.235,0.103,1,1,0.653,1,0.545,0.477,1,1,0.667,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.066,0,0.062,0.016,0,0,0,0,0.167,0.021,
RT @IPDefenseForum: Record-size Balikatan exercise begins in the Philippines https://t.co/owEKDxuB1w #AFP #ExerciseBalikatan #IndoPacific https://t.co/gCoU80eFVj,2022-04-08 21:11:39-04,abetga,IPDefenseForum,1,1,0.675,0,0.167,0.042,0,0,0,0,0.111,0.028,0,0.235,0.103,1,1,0.653,1,0.545,0.477,1,1,0.667,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.066,0,0.062,0.016,0,0,0,0,0.167,0.021,
"RT @IPDefenseForum: Soldiers and sailors from the Philippines and U.S. conduct the first-ever amphibious insert of a Patriot missile system in the Philippines during Balikatan 22, at Aparri, Philippines, March 28, 2022.  #Balikatan #Philippines #PatriotMissileSystem https://t.co/VpqhwlAIIb",2022-04-08 21:10:58-04,BoycottHegemony,IPDefenseForum,1,1,0.717,0,0.167,0.167,0,0,0,0,0.111,0.167,0,0.235,0.147,1,1,0.681,0,0.455,0.386,1,1,0.700,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.105,0.066,0,0.062,0.016,0,0,0,0,0.167,0.083,
"RT @IPDefenseForum: Soldiers and sailors from the Philippines and U.S. conduct the first-ever amphibious insert of a Patriot missile system in the Philippines during Balikatan 22, at Aparri, Philippines, March 28, 2022.  #Balikatan #Philippines #PatriotMissileSystem https://t.co/VpqhwlAIIb",2022-04-08 20:58:57-04,FrancCrist,IPDefenseForum,1,1,0.717,0,0.167,0.167,0,0,0,0,0.111,0.167,0,0.235,0.147,1,1,0.681,0,0.455,0.386,1,1,0.700,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.105,0.066,0,0.062,0.016,0,0,0,0,0.167,0.083,
"RT @IPDefenseForum: Soldiers and sailors from the Philippines and U.S. conduct the first-ever amphibious insert of a Patriot missile system in the Philippines during Balikatan 22, at Aparri, Philippines, March 28, 2022.  #Balikatan #Philippines #PatriotMissileSystem https://t.co/VpqhwlAIIb",2022-04-08 20:42:39-04,altalltv02,IPDefenseForum,1,1,0.717,0,0.167,0.167,0,0,0,0,0.111,0.167,0,0.235,0.147,1,1,0.681,0,0.455,0.386,1,1,0.700,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.105,0.066,0,0.062,0.016,0,0,0,0,0.167,0.083,
"RT @IPDefenseForum: Soldiers and sailors from the Philippines and U.S. conduct the first-ever amphibious insert of a Patriot missile system in the Philippines during Balikatan 22, at Aparri, Philippines, March 28, 2022.  #Balikatan #Philippines #PatriotMissileSystem https://t.co/VpqhwlAIIb",2022-04-08 20:37:02-04,junepineda8,IPDefenseForum,1,1,0.717,0,0.167,0.167,0,0,0,0,0.111,0.167,0,0.235,0.147,1,1,0.681,0,0.455,0.386,1,1,0.700,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.105,0.066,0,0.062,0.016,0,0,0,0,0.167,0.083,
"RT @USARPAC: Successful proof of concept, the 1-1 ADA, @38thADA conducted a resupply of PAC-3 MSE canisters utilized in the MIM-104 Patriot surface-to-air missile system via CH-47 during exercise Balikatan at Fort Magsaysay, Philippines, April 3, 2022. @yourphilarmy @INDOPACOM @DeptofDefense https://t.co/PbNbdvpLAE",2022-04-08 20:31:51-04,Aaron_MatthewIL,USARPAC,1,1,0.717,1,0.500,0.500,1,0.400,0.250,0,0.222,0.278,0,0.255,0.211,1,1,0.681,1,0.545,0.409,1,1,0.667,0,0,0,0,0,0,1,0.200,0,0,0,0,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
"RT @USARPAC: Successful proof of concept, the 1-1 ADA, @38thADA conducted a resupply of PAC-3 MSE canisters utilized in the MIM-104 Patriot surface-to-air missile system via CH-47 during exercise Balikatan at Fort Magsaysay, Philippines, April 3, 2022. @yourphilarmy @INDOPACOM @DeptofDefense https://t.co/PbNbdvpLAE",2022-04-08 19:40:27-04,SgmAbn,USARPAC,1,1,0.717,1,0.500,0.500,1,0.400,0.250,0,0.222,0.278,0,0.255,0.211,1,1,0.681,1,0.545,0.409,1,1,0.667,0,0,0,0,0,0,1,0.200,0,0,0,0,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
"RT @USARPAC: Successful proof of concept, the 1-1 ADA, @38thADA conducted a resupply of PAC-3 MSE canisters utilized in the MIM-104 Patriot surface-to-air missile system via CH-47 during exercise Balikatan at Fort Magsaysay, Philippines, April 3, 2022. @yourphilarmy @INDOPACOM @DeptofDefense https://t.co/PbNbdvpLAE",2022-04-08 18:57:58-04,Spartan_Intel,USARPAC,1,1,0.717,1,0.500,0.500,1,0.400,0.250,0,0.222,0.278,0,0.255,0.211,1,1,0.681,1,0.545,0.409,1,1,0.667,0,0,0,0,0,0,1,0.200,0,0,0,0,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
"RT @USARPAC: U.S. Marines assigned to Marine Wing Support Squadron 172 (MWSS-172), and an Army Soldiers with the @25thCAB refuel an Army UH-60 Hawk Helicopter at a forward arming and refueling point during Balikatan 22 at Subic Bay, Philippines, April 3, 2022. @DeptofDefense @INDOPACOM https://t.co/OBlVICOg4n",2022-04-08 18:23:32-04,BrianT_Thomas5,USARPAC,1,1,0.711,1,0.500,0.333,1,0.600,0.150,1,0.519,0.333,0,0.235,0.206,1,1,0.699,1,0.545,0.409,1,1,0.750,0,0,0,1,0.077,0.019,1,0.200,0,0,0,0,1,0.175,0.123,1,0.188,0.078,0,0,0,1,0.250,0.104,
"RT @PacificMarines: The 3d Marine Littoral Regiment (MLR) Headquarters (HQ) conducted its inaugural deployment in the first island chain, working shoulder-to-shoulder with the Armed Forces of the Philippines (AFP) during exercise Balikatan 22, which is scheduled to run March 28 to April 8, 2022. https://t.co/BktcGT1NTh",2022-04-08 18:16:00-04,Robert__Beltran,PacificMarines,1,1,0.711,0,0.222,0.250,1,0.200,0.050,1,0.333,0.167,1,0.294,0.191,1,1,0.681,0,0.455,0.364,1,1,0.717,0,0,0,1,0.077,0.019,1,0.200,2.514e-06,1,0.333,0.333,1,0.158,0.105,1,0.188,0.078,0,0,0,1,0.250,0.104,
"RT @PacificMarines: The 3d Marine Littoral Regiment (MLR) Headquarters (HQ) conducted its inaugural deployment in the first island chain, working shoulder-to-shoulder with the Armed Forces of the Philippines (AFP) during exercise Balikatan 22, which is scheduled to run March 28 to April 8, 2022. https://t.co/BktcGT1NTh",2022-04-08 17:23:18-04,SOLDIERKIDHOOAH,PacificMarines,1,1,0.711,0,0.222,0.250,1,0.200,0.050,1,0.333,0.167,1,0.294,0.191,1,1,0.681,0,0.455,0.364,1,1,0.717,0,0,0,1,0.077,0.019,1,0.200,2.514e-06,1,0.333,0.333,1,0.158,0.105,1,0.188,0.078,0,0,0,1,0.250,0.104,
"RT @IPDefenseForum: Soldiers and sailors from the Philippines and U.S. conduct the first-ever amphibious insert of a Patriot missile system in the Philippines during Balikatan 22, at Aparri, Philippines, March 28, 2022.  #Balikatan #Philippines #PatriotMissileSystem https://t.co/VpqhwlAIIb",2022-04-08 16:35:20-04,george_STYX,IPDefenseForum,1,1,0.717,0,0.167,0.167,0,0,0,0,0.111,0.167,0,0.235,0.147,1,1,0.681,0,0.455,0.386,1,1,0.700,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.105,0.066,0,0.062,0.016,0,0,0,0,0.167,0.083,
RT @cnnphilippines: The Philippines &amp; US mark the end of their biggest joint military exercises yet held amid a backdrop of conflict among other nations as well as increasing tensions in our region.  @davidyusantos walks us through the closing ceremony of the 37th Balikatan. https://t.co/p4N36sZf9a https://t.co/xkuRtLodnj,2022-04-08 14:48:18-04,ButchLe46447419,cnnphilippines,1,1,0.744,0,0.333,0.208,1,0.267,0.200,1,0.407,0.333,1,0.412,0.206,1,1,0.694,0,0.364,0.318,1,1,0.703,0,0,0,1,0.154,0.096,1,0.200,0.009,1,0.333,0.333,1,0.246,0.149,1,0.188,0.094,0,0,0,1,0.333,0.191,
The Philippines &amp; US mark the end of their biggest joint military exercises yet held amid a backdrop of conflict among other nations as well as increasing tensions in our region.  @davidyusantos walks us through the closing ceremony of the 37th Balikatan. https://t.co/p4N36sZf9a https://t.co/xkuRtLodnj,2022-04-08 11:25:35-04,cnnphilippines,,0,0,0,0,0.333,0.208,1,0.267,0.200,1,0.407,0.333,1,0.353,0.191,0,0.167,0.139,0,0.273,0.227,1,1,0.703,0,0,0,1,0.154,0.096,1,0.200,0.009,1,0.333,0.333,1,0.246,0.149,1,0.188,0.094,0,0,0,1,0.333,0.191,
"RT @USARPAC: U.S. Marines assigned to Marine Wing Support Squadron 172 (MWSS-172), and an Army Soldiers with the @25thCAB refuel an Army UH-60 Hawk Helicopter at a forward arming and refueling point during Balikatan 22 at Subic Bay, Philippines, April 3, 2022. @DeptofDefense @INDOPACOM https://t.co/OBlVICOg4n",2022-04-08 14:23:51-04,sondravet22,USARPAC,1,1,0.711,1,0.500,0.333,1,0.600,0.150,1,0.519,0.333,0,0.235,0.206,1,1,0.699,1,0.545,0.409,1,1,0.750,0,0,0,1,0.077,0.019,1,0.200,0,0,0,0,1,0.175,0.123,1,0.188,0.078,0,0,0,1,0.250,0.104,
"RT @PacificMarines: The 3d Marine Littoral Regiment (MLR) Headquarters (HQ) conducted its inaugural deployment in the first island chain, working shoulder-to-shoulder with the Armed Forces of the Philippines (AFP) during exercise Balikatan 22, which is scheduled to run March 28 to April 8, 2022. https://t.co/BktcGT1NTh",2022-04-08 12:47:48-04,Fernand39170590,PacificMarines,1,1,0.711,0,0.222,0.250,1,0.200,0.050,1,0.333,0.167,1,0.294,0.191,1,1,0.681,0,0.455,0.364,1,1,0.717,0,0,0,1,0.077,0.019,1,0.200,2.514e-06,1,0.333,0.333,1,0.158,0.105,1,0.188,0.078,0,0,0,1,0.250,0.104,
RT @Montibon3Pol: Mga kaibigang Amerikano sa pagbibigay pugay sa Watawat ng Pilipinas sa pormal na pagtatapos ng US-RP Balikatan Exercises 37-2022.  @DZAR1026 @smninews @TeamAFP @BalikatanEx @AFP_Balikatan https://t.co/aIY17cYnEY,2022-04-08 12:41:39-04,Annekho20,Montibon3Pol,1,1,0.692,1,0.500,0.375,1,0.200,0.100,0,0.222,0.167,0,0.235,0.132,1,1,0.667,0,0.455,0.386,1,1,0.667,0,0,0,0,0,0,1,0.200,2.451e-04,0,0,0,0,0.105,0.066,0,0.062,0.016,0,0,0,0,0.167,0.063,
"RT @USARPAC: U.S. Marines assigned to Marine Wing Support Squadron 172 (MWSS-172), and an Army Soldiers with the @25thCAB refuel an Army UH-60 Hawk Helicopter at a forward arming and refueling point during Balikatan 22 at Subic Bay, Philippines, April 3, 2022. @DeptofDefense @INDOPACOM https://t.co/OBlVICOg4n",2022-04-08 12:33:16-04,OnoMilo06,USARPAC,1,1,0.711,1,0.500,0.333,1,0.600,0.150,1,0.519,0.333,0,0.235,0.206,1,1,0.699,1,0.545,0.409,1,1,0.750,0,0,0,1,0.077,0.019,1,0.200,0,0,0,0,1,0.175,0.123,1,0.188,0.078,0,0,0,1,0.250,0.104,
"Matibay na ugnayan sa pagitan ng Pilipinas at Amerika, muling napatunayan sa katatapos lamang na Balikatan 2022. via @Rodveg72",2022-04-08 12:00:40-04,dzbb,,0,0,0,0,0.167,0.125,1,0.200,0.200,0,0.111,0.083,0,0.176,0.118,0,0.167,0.153,0,0.273,0.273,0,0.200,0.100,0,0,0,0,0,0,1,0.600,0.450,1,0.667,0.667,0,0.053,0.053,0,0.062,0.016,0,0,0,1,0.250,0.229,
RT @ABSCBNNews: No Chinese surveillance activities monitored during Balikatan 2022: PH military https://t.co/L0JgHeSYLF,2022-04-08 11:50:13-04,Santy07B,ABSCBNNews,1,1,0.692,0,0.167,0.125,0,0,0,0,0.111,0.083,0,0.235,0.132,1,1,0.667,0,0.364,0.227,1,1,0.667,0,0,0,1,0.077,0.038,1,0.200,1.824e-04,1,0.333,0.333,1,0.158,0.092,1,0.188,0.062,0,0,0,1,0.250,0.104,
No Chinese surveillance activities monitored during Balikatan 2022: PH military https://t.co/L0JgHeSYLF,2022-04-08 10:50:00-04,ABSCBNNews,,0,0,0,0,0.167,0.125,0,0,0,0,0.111,0.083,0,0.176,0.118,0,0.167,0.111,0,0.273,0.136,1,1,0.667,0,0,0,1,0.077,0.038,1,0.200,1.824e-04,1,0.333,0.333,1,0.158,0.092,1,0.188,0.062,0,0,0,1,0.250,0.104,
RT @cnnphilippines: The Philippines &amp; US mark the end of their biggest joint military exercises yet held amid a backdrop of conflict among other nations as well as increasing tensions in our region.  @davidyusantos walks us through the closing ceremony of the 37th Balikatan. https://t.co/p4N36sZf9a https://t.co/xkuRtLodnj,2022-04-08 11:40:42-04,stagatha2,cnnphilippines,1,1,0.744,0,0.333,0.208,1,0.267,0.200,1,0.407,0.333,1,0.412,0.206,1,1,0.694,0,0.364,0.318,1,1,0.703,0,0,0,1,0.154,0.096,1,0.200,0.009,1,0.333,0.333,1,0.246,0.149,1,0.188,0.094,0,0,0,1,0.333,0.191,
"RT @IVANadium_: ANO ANG GINAGAWA SA BALIKATAN 2022?  - Nasa 9,000 ng US at AFP ang kalahok, pinakamalaki sa kasaysayan ng bansa. - Room clearing at urban scenario raids: ginagamit laban sa mga nireredtag at tinartarget ng gobyerno na mga progresibong mamamayan.",2022-04-08 11:39:35-04,rebelysyon,IvanSucgang_LFS,1,1,0.700,0,0.167,0.083,1,0.200,0.050,1,0.370,0.222,0,0.235,0.162,1,1,0.671,0,0.364,0.295,1,1,0.706,0,0,0,1,0.077,0.038,1,0.200,0.118,1,0.333,0.333,1,0.158,0.132,1,0.188,0.125,1,0.167,0.042,1,0.333,0.153,
"ANO ANG GINAGAWA SA BALIKATAN 2022?  - Nasa 9,000 ng US at AFP ang kalahok, pinakamalaki sa kasaysayan ng bansa. - Room clearing at urban scenario raids: ginagamit laban sa mga nireredtag at tinartarget ng gobyerno na mga progresibong mamamayan.",2022-04-08 00:42:22-04,IvanSucgang_LFS,IvanSucgang_LFS,0,0,0,0,0.167,0.083,1,0.200,0.050,1,0.370,0.222,0,0.235,0.162,1,1,0.671,0,0.364,0.295,1,1,0.706,0,0,0,1,0.077,0.038,1,0.200,0.118,1,0.333,0.333,1,0.158,0.132,1,0.188,0.125,1,0.167,0.042,1,0.333,0.153,
